,BIN Number,Inspector ID,R.Section of Law,R.I_CODE,R.New I_CODE
1864,1054954,3059,18,14,12
1865,3329403,3117,18,14,12
1866,1005635,2796,18,14,12
1867,4020740,3059,18,14,12
1868,4146999,3059,18,14,12
1869,4005248,2881,18,14,12
1870,3080424,2619,18,14,12
1871,4618794,2958,18,14,12
1872,3080424,3048,18,14,12
1873,4044216,3059,18,14,12
1874,2010494,2958,18,14,12
1875,3078449,3059,18,14,12
1876,4047633,2987,18,14,12
1877,4623021,2881,18,14,12
1878,4085638,3050,18,14,12
1879,4618794,2987,18,14,12
1880,3421881,3085,18,14,12
1881,3000844,2987,18,14,12
1882,3414286,3039,18,14,12
1883,3331092,2884,18,14,12
1884,5820823,2984,18,14,12
1885,1090673,3055,18,14,12
1886,3006576,3047,18,14,12
1887,3043346,2868,18,14,12
1888,3138482,2879,18,14,12
1889,3425162,2958,18,14,12
1890,1015902,3141,18,14,12
1891,3414286,3055,18,14,12
1892,3424141,2958,18,14,12
1893,2001537,2868,18,14,12
1894,1004520,3059,18,14,12
1895,2128205,2989,18,14,12
1896,3134809,3076,18,14,12
1897,1003074,3053,18,14,12
1898,1007873,3044,18,14,12
1899,3322050,3085,18,14,12
1900,2028130,2865,18,14,12
1901,4159107,2456,18,14,12
1902,4159107,3047,18,14,12
1903,3134809,2884,18,14,12
1904,2005279,3075,18,14,12
1905,1089691,3141,18,14,12
1906,3044162,3058,18,14,12
1907,2005279,3085,18,14,12
1908,4020224,3050,18,14,12
1909,3044162,2879,18,14,12
1910,3044174,2879,18,14,12
1911,2007012,2958,18,14,12
1912,3074693,2884,18,14,12
1913,3426507,3077,18,14,12
1914,3426509,3077,18,14,12
1915,3832866,3055,18,14,12
1916,3043498,3044,18,14,12
1917,3187558,2958,18,14,12
1918,1036876,3141,18,14,12
1919,3426587,2958,18,14,12
1920,3398476,2884,18,14,12
1921,5011133,3084,18,14,12
1922,3334404,2829,18,14,12
1923,4618852,3050,18,14,12
1924,1089691,3077,18,14,12
1925,1090782,3055,18,14,12
1926,3166975,3044,18,14,12
1927,3012101,2884,18,14,12
1928,4124618,3084,18,14,12
1929,5086669,2884,18,14,12
1930,3150850,2801,18,14,12
1931,1089057,2868,18,14,12
1932,3049587,2987,18,14,12
1933,4615628,3050,18,14,12
1934,2129140,2783,18,14,12
1935,3180221,2884,18,14,12
1936,4139434,3047,18,14,12
1937,3424372,2989,18,14,12
1938,1015171,3050,18,14,12
1939,3414139,2987,18,14,12
1940,3073097,2984,18,14,12
1941,4301403,3044,18,14,12
1942,3074419,2958,18,14,12
1943,3328125,2796,18,14,12
1944,2001246,2868,18,14,12
1945,3807647,2987,18,14,12
1946,4000491,3047,18,14,12
1947,2124649,2989,18,14,12
1948,3414002,2829,18,14,12
1949,3344127,2989,18,14,12
1950,3000370,3050,18,14,12
1951,3143434,3044,18,14,12
1952,2124650,2989,18,14,12
1953,1000801,3055,18,14,12
1954,4051906,2884,18,14,12
1955,3426550,2958,18,14,12
1956,1090783,2783,18,14,12
1957,1058019,3044,18,14,12
1958,3426381,2884,18,14,12
1959,3066890,3044,18,14,12
1960,5083023,2879,18,14,12
1961,3058506,2783,18,14,12
1962,5170299,2987,18,14,12
1963,1008181,3048,18,14,12
1964,1008181,3048,18,14,12
1965,1067305,3141,18,14,12
1966,5023259,2984,18,14,12
1967,5170298,2987,18,14,12
1968,1004126,3047,18,14,12
1969,1090736,2958,18,14,12
1970,2129166,2989,18,14,12
1971,3074795,2958,18,14,12
1972,3137378,2841,18,14,12
1973,4051373,2783,18,14,12
1974,4256960,3047,18,14,12
1975,4311788,2884,18,14,12
1976,4311788,2884,18,14,12
1977,4311789,2884,18,14,12
1978,4311789,2884,18,14,12
1979,4618524,3055,18,14,12
1980,3189681,2879,18,14,12
1981,3122949,2841,18,14,12
1982,3078548,2989,18,14,12
1983,3074662,2941,18,14,12
1984,1007399,3044,18,14,12
1985,4615610,2987,18,14,12
1986,4153937,3102,18,14,12
1987,5024726,2982,18,14,12
1988,1015509,3055,18,14,12
1989,1017135,3055,18,14,12
1990,3413754,2865,18,14,12
1991,3172689,3044,18,14,12
1992,1089809,2884,18,14,12
1993,3110774,2829,18,14,12
1994,2128392,3053,18,14,12
1995,1090782,2989,18,14,12
1996,3413754,2865,18,14,12
1997,1024895,3050,18,14,12
1998,1046856,3053,18,14,12
1999,3062551,2958,18,14,12
2000,1014575,2987,18,14,12
2001,1079921,2868,18,14,12
2002,3066190,2989,18,14,12
2003,3426639,2865,18,14,12
2004,2006691,2841,18,14,12
2005,1090229,2987,18,14,12
2006,4622920,2879,18,14,12
2007,1063614,2864,18,14,12
2008,1085726,3055,18,14,12
2009,1019580,3048,18,14,12
2010,1083230,2868,18,14,12
2011,1010360,3044,18,14,12
2012,3055183,2982,18,14,12
2013,1090533,3050,18,14,12
2014,1026756,3047,18,14,12
2015,4002641,2783,18,14,12
2016,1002988,2987,18,14,12
2017,3396126,2884,18,14,12
2018,4226322,2987,18,14,12
2019,4226322,2987,18,14,12
2020,3396126,2884,18,14,12
2021,3815147,2865,18,14,12
2022,3122600,3044,18,14,12
2023,4175695,2987,18,14,12
2024,4619738,2884,18,14,12
2025,1023166,3048,18,14,12
2026,1090655,3047,18,14,12
2027,5055379,2958,18,14,12
2028,1090567,2868,18,14,12
2029,1090826,2783,18,14,12
2030,1080979,3055,18,14,12
2031,1077502,3055,18,14,12
2032,1089809,2884,18,14,12
2033,3007032,3044,18,14,12
2034,3331956,3047,18,14,12
2035,4617666,2879,18,14,12
2036,3070541,2984,18,14,12
2037,3426325,2369,18,14,12
2038,2128204,3077,18,14,12
2039,2129139,3053,18,14,12
2040,2129230,3053,18,14,12
2041,3010279,2941,18,14,12
2042,3069703,2884,18,14,12
2043,4473260,2884,18,14,12
2044,3063397,3047,18,14,12
2045,3835080,2987,18,14,12
2046,3255570,2884,18,14,12
2047,3067912,3048,18,14,12
2048,3425676,3050,18,14,12
2049,3396741,3050,18,14,12
2050,4005248,2987,18,14,12
2051,3070772,2958,18,14,12
2052,3067912,3048,18,14,12
2053,3117972,3044,18,14,12
2054,3029724,2868,18,14,12
2055,4303939,2941,18,14,12
2056,4139434,3059,18,14,12
2057,5169501,2941,18,14,12
2058,3328420,2865,18,14,12
2059,3425803,3084,18,14,12
2060,4030484,2995,18,14,12
2061,1077345,3050,18,14,12
2062,1035353,3048,18,14,12
2063,2128425,3053,18,14,12
2064,3076917,3053,18,14,12
2065,1090479,3048,18,14,12
2066,1001022,3055,18,14,12
2067,1080621,3048,18,14,12
2068,3811206,2550,18,14,12
2069,1013789,3047,18,14,12
2070,3043655,3044,18,14,12
2071,3043656,3044,18,14,12
2072,1040917,2868,18,14,12
2073,3182599,2982,18,14,12
2074,3145818,2801,18,14,12
2075,1007085,2958,18,14,12
2076,3425720,2801,18,14,12
2077,2129230,3077,18,14,12
2078,2129132,3053,18,14,12
2079,3855901,2958,18,14,12
2080,2833311,2783,18,14,12
2081,1080616,2868,18,14,12
2082,1080617,2868,18,14,12
2083,1000027,3048,18,14,12
2084,1014303,2868,18,14,12
2085,1015859,3050,18,14,12
2086,2129016,2783,18,14,12
2087,1059498,2868,18,14,12
2088,3428558,3053,18,14,12
2089,3050494,2796,18,14,12
2090,3010040,3047,18,14,12
2091,4607552,2783,18,14,12
2092,3055533,2884,18,14,12
2093,2129237,2865,18,14,12
2094,3397041,2941,18,14,12
2095,4115449,2865,18,14,12
2096,3117889,3053,18,14,12
2097,3421366,2865,18,14,12
2098,3062550,3048,18,14,12
2099,4047973,2881,16,15,13
2100,2128915,2868,16,15,13
2101,3029053,2978,16,15,13
2102,2051401,3077,16,15,13
2103,4005176,2796,16,15,13
2104,3424487,3102,16,15,13
2105,1063614,2868,16,15,13
2106,3072218,2881,16,15,13
2107,1050763,3141,16,15,13
2108,4054159,2978,16,15,13
2109,3143291,2881,16,15,13
2110,3390325,2978,16,15,13
2111,1053761,3131,16,15,13
2112,3030658,2978,16,15,13
2113,2129008,2865,16,15,13
2114,2129125,2865,16,15,13
2115,3100099,2881,16,15,13
2116,4079303,2881,16,15,13
2117,4079304,2881,16,15,13
2118,4079305,2881,16,15,13
2119,4079306,2881,16,15,13
2120,4079308,2881,16,15,13
2121,3045210,3102,16,15,13
2122,3018074,2796,16,15,13
2123,4594828,3084,16,15,13
2124,4594829,3084,16,15,13
2125,3070230,2535,16,15,13
2126,2129126,2868,16,15,13
2127,1015457,2868,16,15,13
2128,4036712,3117,16,15,13
2129,3180868,3102,16,15,13
2130,1050477,2881,16,15,13
2131,4000290,2865,16,15,13
2132,2005406,2881,16,15,13
2133,1047419,3075,16,15,13
2134,1047419,3073,16,15,13
2135,4618852,3050,16,15,13
2136,1047419,3075,16,15,13
2137,1063603,3053,16,15,13
2138,3010481,2801,16,15,13
2139,1060213,2989,16,15,13
2140,3048270,2941,16,15,13
2141,3426420,2879,15,16,14
2142,2128910,2783,15,16,14
2143,3326134,2941,15,16,14
2144,3425799,2941,15,16,14
2145,3426523,2941,15,16,14
2146,3818775,2958,15,16,14
2147,1090808,3048,15,16,14
2148,4618758,2783,15,16,14
2149,3341996,3163,15,16,14
2150,3139165,2884,15,16,14
2151,3139166,2884,15,16,14
2152,4170126,3131,15,16,14
2153,3425161,2774,15,16,14
2154,2128413,3044,15,16,14
2155,3338179,3102,15,16,14
2156,3168886,2829,15,16,14
2157,3050842,3047,15,16,14
2158,4085753,2829,15,16,14
2159,2057527,2829,15,16,14
2160,3425463,2982,15,16,14
2161,3058101,3044,15,16,14
2162,1078398,3044,15,16,14
2163,3054940,3047,15,16,14
2164,3015229,3044,15,16,14
2165,3044335,3047,15,16,14
2166,3044141,3047,15,16,14
2167,5090047,3055,15,16,14
2168,3049844,3055,15,16,14
2169,3068064,3055,15,16,14
2170,3066780,3055,15,16,14
2171,2017272,3129,15,16,14
2172,4017173,3044,15,16,14
2173,3063067,3044,15,16,14
2174,3100403,2829,15,16,14
2175,3422837,2829,15,16,14
2176,3217836,3085,15,16,14
2177,4616574,2987,15,16,14
2178,1009384,2987,15,16,14
2179,4597864,2987,15,16,14
2180,1032517,2884,15,16,14
2181,3131033,2829,15,16,14
2182,1082398,2987,15,16,14
2183,3205174,2958,15,16,14
2184,3030619,3085,15,16,14
2185,3189681,2884,15,16,14
2186,4125214,2884,15,16,14
2187,1062356,3055,15,16,14
2188,1043237,3047,15,16,14
2189,3213971,3050,15,16,14
2190,2008886,2783,15,16,14
2191,3320012,2884,15,16,14
2192,3426819,3047,15,16,14
2193,2057822,2989,15,16,14
2194,3040185,3047,15,16,14
2195,3012932,3047,15,16,14
2196,3100328,2982,15,16,14
2197,3076566,2396,15,16,14
2198,3213929,3050,15,16,14
2199,3323455,2727,15,16,14
2200,3068779,2984,15,16,14
2201,4000479,3047,15,16,14
2202,4051930,2987,15,16,14
2203,4164530,2868,15,16,14
2204,3048270,3058,15,16,14
2205,1032517,2884,15,16,14
2206,3426174,2982,15,16,14
2207,3425001,3102,15,16,14
2208,3189360,3077,15,16,14
2209,3189360,3077,15,16,14
2210,3426552,3055,15,16,14
2211,3418357,2884,15,16,14
2212,3414453,2884,15,16,14
2213,3037366,3163,15,16,14
2214,3029645,3117,15,16,14
2215,3010040,3163,15,16,14
2216,1027108,3044,15,16,14
2217,2016339,3085,15,16,14
2218,5171621,2989,15,16,14
2219,4215619,2841,15,16,14
2220,3402017,2982,15,16,14
2221,1048719,3044,15,16,14
2222,2016340,3053,15,16,14
2223,3067908,2420,15,16,14
2224,3421880,3141,15,16,14
2225,3421879,3141,15,16,14
2226,2016341,3053,15,16,14
2227,2016339,3053,15,16,14
2228,2124623,2865,15,16,14
2229,2049374,3064,15,16,14
2230,3003192,3141,15,16,14
2231,4618933,3050,15,16,14
2232,1041086,3048,15,16,14
2233,1008862,3044,15,16,14
2234,1043163,3048,15,16,14
2235,3006742,3131,15,16,14
2236,2128923,2829,15,16,14
2237,1051443,3064,15,16,14
2238,3063587,3044,15,16,14
2239,3421818,2865,15,16,14
2240,4209584,3053,15,16,14
2241,1063920,2987,15,16,14
2242,3002427,2987,15,16,14
2243,3421818,2865,15,16,14
2244,4040253,2783,15,16,14
2245,4121377,2958,15,16,14
2246,3070073,3055,15,16,14
2247,4003546,3048,15,16,14
2248,3043655,2978,15,16,14
2249,3066609,3044,15,16,14
2250,3069785,3055,15,16,14
2251,3070727,2884,15,16,14
2252,4003546,3048,15,16,14
2253,3048270,3067,15,16,14
2254,3001764,3053,15,16,14
2255,1075486,3053,15,16,14
2256,2003082,2989,15,16,14
2257,1075486,2574,15,16,14
2258,1013332,2987,15,16,14
2259,3006578,3102,15,16,14
2260,3065317,3044,15,16,14
2261,3069322,3055,15,16,14
2262,3412023,2884,15,16,14
2263,3106594,2941,15,16,14
2264,1007179,2987,15,16,14
2265,3049092,2958,15,16,14
2266,3136090,2884,15,16,14
2267,3068515,3055,15,16,14
2268,3154927,2829,15,16,14
2269,4096893,2783,15,16,14
2270,4618383,2420,15,16,14
2271,3064592,2884,15,16,14
2272,3066780,2884,15,16,14
2273,3063587,3044,15,16,14
2274,3119348,2774,15,16,14
2275,3334868,2829,15,16,14
2276,4270452,2881,15,16,14
2277,3217836,3050,15,16,14
2278,1054204,2989,15,16,14
2279,3056905,3129,15,16,14
2280,1057042,2989,15,16,14
2281,1090225,2884,15,16,14
2282,1084069,3047,15,16,14
2285,1020599,3075,4,24,20
2286,3428509,3055,4,24,20
2287,3037138,3131,4,24,20
2288,1015024,2978,4,24,20
2289,3021513,2456,4,24,20
2290,4006037,2976,4,24,20
2291,3425594,2881,4,24,20
2292,2028945,3141,4,24,20
2293,1090721,2841,4,24,20
2294,2011690,3116,4,24,20
2295,2128558,3116,4,24,20
2296,2806860,3050,4,24,20
2297,3009201,3048,4,24,20
2298,4801894,2870,4,24,20
2299,2021659,3141,4,24,20
2300,3113855,3131,4,24,20
2301,4048461,2987,4,24,20
2302,4616981,2987,4,24,20
2303,3074542,2978,4,24,20
2304,3117142,2884,4,24,20
2305,3119908,2774,4,24,20
2306,4077483,2987,4,24,20
2307,1075787,2982,4,24,20
2308,2013876,3116,4,24,20
2309,3428612,2978,4,24,20
2310,3426643,3131,4,24,20
2311,1015000,3048,4,24,20
2312,2098411,2881,4,24,20
2313,3017923,3102,4,24,20
2314,4615628,2884,4,24,20
2315,4619753,3085,4,24,20
2316,1090776,2982,4,24,20
2317,3418366,3077,4,24,20
2318,3421605,2841,4,24,20
2319,4114272,3044,4,24,20
2320,4618218,2884,4,24,20
2321,4053651,3131,4,24,20
2322,4000542,2884,4,24,20
2323,3051160,2868,4,24,20
2324,3329403,2995,4,24,20
2325,1058249,3044,4,24,20
2326,1004593,3086,4,24,20
2327,1041797,3141,4,24,20
2328,4607559,2870,4,24,20
2329,1041797,3141,4,24,20
2330,3423327,2884,4,24,20
2331,3012756,3039,4,24,20
2332,3012756,2984,4,24,20
2333,3079646,3085,4,24,20
2334,2017949,3048,4,24,20
2335,1010011,3048,4,24,20
2336,3043655,3047,4,24,20
2337,3138243,2941,4,24,20
2338,1054981,3129,4,24,20
2339,3061534,2774,4,24,20
2340,4038995,3044,4,24,20
2341,1001451,3050,4,24,20
2342,4156297,2881,4,24,20
2343,4115449,3053,4,24,20
2344,3337703,3129,4,24,20
2345,3423327,2989,4,24,20
2346,3048334,3044,4,24,20
2347,3155666,2984,4,24,20
2348,3062870,3102,4,24,20
2349,2010043,2881,4,24,20
2350,2128732,2881,4,24,20
2351,2128439,3141,4,24,20
2352,1000807,3086,4,24,20
2353,4210575,3117,4,24,20
2354,1012831,3086,4,24,20
2355,4051460,2987,4,24,20
